lat;lon;crs;total
-40.5;156.5;b'';0.3972027
-40.5;157.5;b'';0.39540827
-40.5;158.5;b'';0.3941133
-40.5;159.5;b'';0.39355636
-40.5;160.5;b'';0.3940254
-40.5;161.5;b'';0.39544955
-40.5;162.5;b'';0.3969847
-40.5;163.5;b'';0.39909074
-40.5;164.5;b'';0.4020986
-40.5;165.5;b'';0.40541068
-40.5;166.5;b'';0.4086547
-40.5;167.5;b'';0.41120607
-40.5;168.5;b'';0.412856
-40.5;169.5;b'';0.41388005
-40.5;170.5;b'';0.41513887
-40.5;171.5;b'';0.4157342
-40.5;172.5;b'';0.41627154
-40.5;173.5;b'';0.4200707
-40.5;174.5;b'';0.425999
-40.5;175.5;b'';
-40.5;176.5;b'';
-40.5;177.5;b'';0.44114628
-40.5;178.5;b'';0.43955833
-40.5;179.5;b'';0.43408337
-39.5;-179.5;b'';0.42612654
-39.5;-178.5;b'';0.41350442
-39.5;-177.5;b'';0.4036553
-39.5;-176.5;b'';0.39643753
-39.5;-175.5;b'';0.3914944
-39.5;-174.5;b'';0.387762
-39.5;-173.5;b'';0.38522136
-39.5;-172.5;b'';0.38416445
-39.5;-171.5;b'';0.38339072
-39.5;-170.5;b'';0.38286433
-39.5;-169.5;b'';0.38312727
-39.5;-168.5;b'';0.3827277
-39.5;-167.5;b'';0.3824509
-39.5;-166.5;b'';0.38241807
-39.5;-165.5;b'';0.38123614
-39.5;-164.5;b'';0.38033742
-39.5;-163.5;b'';0.37979302
-39.5;-162.5;b'';0.378737
-39.5;-161.5;b'';0.37796378
-39.5;-160.5;b'';0.37772495
-39.5;-159.5;b'';0.377374
-39.5;-158.5;b'';0.37705538
-39.5;-157.5;b'';0.37661093
-39.5;-156.5;b'';0.37604156
-39.5;-155.5;b'';0.3754601
-39.5;-154.5;b'';0.3747415
-39.5;-153.5;b'';0.37401044
-39.5;-152.5;b'';0.37316555
-39.5;-151.5;b'';0.37225127
-39.5;-150.5;b'';0.37093922
-39.5;-149.5;b'';0.3700276
-39.5;-148.5;b'';0.36958456
-39.5;-147.5;b'';0.3685716
-39.5;-146.5;b'';0.36748964
-39.5;-145.5;b'';0.3667845
-39.5;-144.5;b'';0.36653545
-39.5;-143.5;b'';0.36621648
-39.5;-142.5;b'';0.36552113
-39.5;-141.5;b'';0.36463362
-39.5;-140.5;b'';0.36405307
-39.5;-139.5;b'';0.36372164
-39.5;-138.5;b'';0.36318505
-39.5;-137.5;b'';0.3622406
-39.5;-136.5;b'';0.36124057
-39.5;-135.5;b'';0.36052346
-39.5;-134.5;b'';0.35988683
-39.5;-133.5;b'';0.35945636
-39.5;-132.5;b'';0.35894248
-39.5;-131.5;b'';0.35805497
-39.5;-130.5;b'';0.35736284
-39.5;-129.5;b'';0.35704434
-39.5;-128.5;b'';0.35672492
-39.5;-127.5;b'';0.35627958
-39.5;-126.5;b'';0.35558656
-39.5;-125.5;b'';0.35490644
-39.5;-124.5;b'';0.3545995
-39.5;-123.5;b'';0.3542805
-39.5;-122.5;b'';0.35409856
-39.5;-121.5;b'';0.35416666
-39.5;-120.5;b'';0.35409856
-39.5;-119.5;b'';0.3539615
-39.5;-118.5;b'';0.3536425
-39.5;-117.5;b'';0.35314202
-39.5;-116.5;b'';0.35269755
-39.5;-115.5;b'';0.3526411
-39.5;-114.5;b'';0.35272306
-39.5;-113.5;b'';0.35229295
-39.5;-112.5;b'';0.35212487
-39.5;-111.5;b'';0.35251328
-39.5;-110.5;b'';0.35277623
-39.5;-109.5;b'';0.3527439
-39.5;-108.5;b'';0.352424
-39.5;-107.5;b'';0.3522045
-39.5;-106.5;b'';0.3517356
-39.5;-105.5;b'';0.35122317
-39.5;-104.5;b'';0.35097313
-39.5;-103.5;b'';0.35046107
-39.5;-102.5;b'';0.35014257
-39.5;-101.5;b'';0.34976664
-39.5;-100.5;b'';0.34919712
-39.5;-99.5;b'';0.34887952
-39.5;-98.5;b'';0.3485745
-39.5;-97.5;b'';0.3485296
-39.5;-96.5;b'';0.3486231
-39.5;-95.5;b'';0.3484559
-39.5;-94.5;b'';0.3485796
-39.5;-93.5;b'';0.34807777
-39.5;-92.5;b'';0.34732828
-39.5;-91.5;b'';0.34739777
-39.5;-90.5;b'';0.34753528
-39.5;-89.5;b'';0.34767228
-39.5;-88.5;b'';0.3475593
-39.5;-87.5;b'';0.3471283
-39.5;-86.5;b'';0.3461043
-39.5;-85.5;b'';0.34463662
-39.5;-84.5;b'';0.3433865
-39.5;-83.5;b'';0.3420347
-39.5;-82.5;b'';0.3412407
-39.5;-81.5;b'';0.34144717
-39.5;-80.5;b'';0.34155184
-39.5;-79.5;b'';0.3405199
-39.5;-78.5;b'';0.3365208
-39.5;-77.5;b'';0.32787392
-39.5;-76.5;b'';0.3141238
-39.5;-75.5;b'';0.2960306
-39.5;-74.5;b'';0.27767396
-39.5;-73.5;b'';
-39.5;-72.5;b'';
-39.5;-71.5;b'';
-39.5;-70.5;b'';
-39.5;-69.5;b'';
-39.5;-68.5;b'';
-39.5;-67.5;b'';
-39.5;-66.5;b'';
-39.5;-65.5;b'';
-39.5;-64.5;b'';
-39.5;-63.5;b'';
-39.5;-62.5;b'';
-39.5;-61.5;b'';0.32230312
-39.5;-60.5;b'';0.32160825
-39.5;-59.5;b'';0.32065278
-39.5;-58.5;b'';0.3203486
-39.5;-57.5;b'';0.32127804
-39.5;-56.5;b'';0.32282725
-39.5;-55.5;b'';0.33330733
-39.5;-54.5;b'';0.3524547
-39.5;-53.5;b'';0.36944044
-39.5;-52.5;b'';0.38489953
-39.5;-51.5;b'';0.3938489
-39.5;-50.5;b'';0.3944291
-39.5;-49.5;b'';0.39318866
-39.5;-48.5;b'';0.39087737
-39.5;-47.5;b'';0.3903083
-39.5;-46.5;b'';0.39266974
-39.5;-45.5;b'';0.39411408
-39.5;-44.5;b'';0.39352983
-39.5;-43.5;b'';0.39344555
-39.5;-42.5;b'';0.39537734
-39.5;-41.5;b'';0.3985973
-39.5;-40.5;b'';0.40178448
-39.5;-39.5;b'';0.40376425
-39.5;-38.5;b'';0.40451247
-39.5;-37.5;b'';0.4053629
-39.5;-36.5;b'';0.40717036
-39.5;-35.5;b'';0.40937632
-39.5;-34.5;b'';0.41156894
-39.5;-33.5;b'';0.41461062
-39.5;-32.5;b'';0.41855374
-39.5;-31.5;b'';0.4213848
-39.5;-30.5;b'';0.42288056
-39.5;-29.5;b'';0.42470032
-39.5;-28.5;b'';0.42679057
-39.5;-27.5;b'';0.42890176
-39.5;-26.5;b'';0.43278807
-39.5;-25.5;b'';0.43775448
-39.5;-24.5;b'';0.44273454
-39.5;-23.5;b'';0.4474452
-39.5;-22.5;b'';0.4511653
-39.5;-21.5;b'';0.45527834
-39.5;-20.5;b'';0.46091828
-39.5;-19.5;b'';0.46671382
-39.5;-18.5;b'';0.47030106
-39.5;-17.5;b'';0.46948987
-39.5;-16.5;b'';0.46397895
-39.5;-15.5;b'';0.45427847
-39.5;-14.5;b'';0.44262964
-39.5;-13.5;b'';0.43291965
-39.5;-12.5;b'';0.42592406
-39.5;-11.5;b'';0.42101413
-39.5;-10.5;b'';0.4200143
-39.5;-9.5;b'';0.42184067
-39.5;-8.5;b'';0.4233082
-39.5;-7.5;b'';0.42444006
-39.5;-6.5;b'';0.4263131
-39.5;-5.5;b'';0.4301114
-39.5;-4.5;b'';0.43420458
-39.5;-3.5;b'';0.43689257
-39.5;-2.5;b'';0.4380754
-39.5;-1.5;b'';0.43910775
-39.5;-0.5;b'';0.4413702
-39.5;0.5;b'';0.4436442
-39.5;1.5;b'';0.44605532
-39.5;2.5;b'';0.44903678
-39.5;3.5;b'';0.45110488
-39.5;4.5;b'';0.45295316
-39.5;5.5;b'';0.45551986
-39.5;6.5;b'';0.4584864
-39.5;7.5;b'';0.46145487
-39.5;8.5;b'';0.4637429
-39.5;9.5;b'';0.46557537
-39.5;10.5;b'';0.4675087
-39.5;11.5;b'';0.4699157
-39.5;12.5;b'';0.47237867
-39.5;13.5;b'';0.4749357
-39.5;14.5;b'';0.47812748
-39.5;15.5;b'';0.48106632
-39.5;16.5;b'';0.48438525
-39.5;17.5;b'';0.4880201
-39.5;18.5;b'';0.48898792
-39.5;19.5;b'';0.4860751
-39.5;20.5;b'';0.4824265
-39.5;21.5;b'';0.48219642
-39.5;22.5;b'';0.48426113
-39.5;23.5;b'';0.4864851
-39.5;24.5;b'';0.48783246
-39.5;25.5;b'';0.4904011
-39.5;26.5;b'';0.4937656
-39.5;27.5;b'';0.49148884
-39.5;28.5;b'';0.48348656
-39.5;29.5;b'';0.4771971
-39.5;30.5;b'';0.47689265
-39.5;31.5;b'';0.4808496
-39.5;32.5;b'';0.4858946
-39.5;33.5;b'';0.48974156
-39.5;34.5;b'';0.49102458
-39.5;35.5;b'';0.49053112
-39.5;36.5;b'';0.49196774
-39.5;37.5;b'';0.49675775
-39.5;38.5;b'';0.5013839
-39.5;39.5;b'';0.5028901
-39.5;40.5;b'';0.5018448
-39.5;41.5;b'';0.49803057
-39.5;42.5;b'';0.48946914
-39.5;43.5;b'';0.46890306
-39.5;44.5;b'';0.44956413
-39.5;45.5;b'';0.4389245
-39.5;46.5;b'';0.430183
-39.5;47.5;b'';0.42679396
-39.5;48.5;b'';0.42437273
-39.5;49.5;b'';0.4208575
-39.5;50.5;b'';0.41752395
-39.5;51.5;b'';0.4155191
-39.5;52.5;b'';0.41533226
-39.5;53.5;b'';0.41713396
-39.5;54.5;b'';0.4192006
-39.5;55.5;b'';0.42065454
-39.5;56.5;b'';0.4228991
-39.5;57.5;b'';0.426174
-39.5;58.5;b'';0.4286016
-39.5;59.5;b'';0.4289992
-39.5;60.5;b'';0.42890477
-39.5;61.5;b'';0.42843026
-39.5;62.5;b'';0.42737705
-39.5;63.5;b'';0.42655578
-39.5;64.5;b'';0.42618877
-39.5;65.5;b'';0.42522722
-39.5;66.5;b'';0.4235289
-39.5;67.5;b'';0.42203102
-39.5;68.5;b'';0.42135826
-39.5;69.5;b'';0.4213671
-39.5;70.5;b'';0.42125422
-39.5;71.5;b'';0.42087692
-39.5;72.5;b'';0.42047182
-39.5;73.5;b'';0.4197874
-39.5;74.5;b'';0.4187693
-39.5;75.5;b'';0.4188424
-39.5;76.5;b'';0.42046738
-39.5;77.5;b'';0.42234334
-39.5;78.5;b'';0.42341843
-39.5;79.5;b'';0.42359406
-39.5;80.5;b'';0.4223751
-39.5;81.5;b'';0.4209365
-39.5;82.5;b'';0.4205378
-39.5;83.5;b'';0.4199132
-39.5;84.5;b'';0.41796598
-39.5;85.5;b'';0.41670066
-39.5;86.5;b'';0.41815668
-39.5;87.5;b'';0.41991505
-39.5;88.5;b'';0.41898227
-39.5;89.5;b'';0.41595912
-39.5;90.5;b'';0.41374484
-39.5;91.5;b'';0.41385546
-39.5;92.5;b'';0.41444236
-39.5;93.5;b'';0.41272274
-39.5;94.5;b'';0.4109972
-39.5;95.5;b'';0.4113153
-39.5;96.5;b'';0.4117704
-39.5;97.5;b'';0.4113407
-39.5;98.5;b'';0.4107055
-39.5;99.5;b'';0.410501
-39.5;100.5;b'';0.4101141
-39.5;101.5;b'';0.40993127
-39.5;102.5;b'';0.4097035
-39.5;103.5;b'';0.40889606
-39.5;104.5;b'';0.40821546
-39.5;105.5;b'';0.40759182
-39.5;106.5;b'';0.40708026
-39.5;107.5;b'';0.4064557
-39.5;108.5;b'';0.40558115
-39.5;109.5;b'';0.40493068
-39.5;110.5;b'';0.40409923
-39.5;111.5;b'';0.40323725
-39.5;112.5;b'';0.40294418
-39.5;113.5;b'';0.40251303
-39.5;114.5;b'';0.40201396
-39.5;115.5;b'';0.40201584
-39.5;116.5;b'';0.40226632
-39.5;117.5;b'';0.40308523
-39.5;118.5;b'';0.4037796
-39.5;119.5;b'';0.404099
-39.5;120.5;b'';0.40465683
-39.5;121.5;b'';0.40483886
-39.5;122.5;b'';0.40472633
-39.5;123.5;b'';0.40441936
-39.5;124.5;b'';0.40361205
-39.5;125.5;b'';0.40319258
-39.5;126.5;b'';0.40332955
-39.5;127.5;b'';0.4034666
-39.5;128.5;b'';0.4036036
-39.5;129.5;b'';0.4038295
-39.5;130.5;b'';0.40472484
-39.5;131.5;b'';0.40703267
-39.5;132.5;b'';0.4107669
-39.5;133.5;b'';0.41533214
-39.5;134.5;b'';0.4199524
-39.5;135.5;b'';0.4242417
-39.5;136.5;b'';0.42746204
-39.5;137.5;b'';0.42822537
-39.5;138.5;b'';0.42564392
-39.5;139.5;b'';0.4187154
-39.5;140.5;b'';0.4073275
-39.5;141.5;b'';0.39293933
-39.5;142.5;b'';0.37780285
-39.5;143.5;b'';0.36404365
-39.5;144.5;b'';0.35241133
-39.5;145.5;b'';0.34364185
-39.5;146.5;b'';0.33913535
-39.5;147.5;b'';0.34034702
-39.5;148.5;b'';0.34836233
-39.5;149.5;b'';0.36258274
-39.5;150.5;b'';0.3792694
-39.5;151.5;b'';0.39237866
-39.5;152.5;b'';0.3999341
-39.5;153.5;b'';0.4035972
-39.5;154.5;b'';0.40376377
-39.5;155.5;b'';0.4014031
-39.5;156.5;b'';0.39859614
-39.5;157.5;b'';0.39643925
-39.5;158.5;b'';0.3949083
-39.5;159.5;b'';0.39417085
-39.5;160.5;b'';0.39458284
-39.5;161.5;b'';0.39545044
-39.5;162.5;b'';0.39618102
-39.5;163.5;b'';0.39791113
-39.5;164.5;b'';0.40083426
-39.5;165.5;b'';0.40377092
-39.5;166.5;b'';0.40683246
-39.5;167.5;b'';0.409676
-39.5;168.5;b'';0.41118804
-39.5;169.5;b'';0.41133577
-39.5;170.5;b'';0.41060716
-39.5;171.5;b'';0.4087592
-39.5;172.5;b'';0.4062857
-39.5;173.5;b'';0.4062225
-39.5;174.5;b'';
-39.5;175.5;b'';
-39.5;176.5;b'';
-39.5;177.5;b'';0.43306813
-39.5;178.5;b'';0.4352197
-39.5;179.5;b'';0.43454963
-38.5;-179.5;b'';0.42855096
-38.5;-178.5;b'';0.41860119
-38.5;-177.5;b'';0.40991682
-38.5;-176.5;b'';0.40302324
-38.5;-175.5;b'';0.3982796
-38.5;-174.5;b'';0.39416063
-38.5;-173.5;b'';0.39062268
-38.5;-172.5;b'';0.38856363
-38.5;-171.5;b'';0.38766196
-38.5;-170.5;b'';0.38674945
-38.5;-169.5;b'';0.38635927
-38.5;-168.5;b'';0.3856954
-38.5;-167.5;b'';0.384726
-38.5;-166.5;b'';0.3841695
-38.5;-165.5;b'';0.38334018
-38.5;-164.5;b'';0.3824953
-38.5;-163.5;b'';0.38168877
-38.5;-162.5;b'';0.38113406
-38.5;-161.5;b'';0.3805643
-38.5;-160.5;b'';0.37981382
-38.5;-159.5;b'';0.37943965
-38.5;-158.5;b'';0.3792336
-38.5;-157.5;b'';0.3785271
-38.5;-156.5;b'';0.37769562
-38.5;-155.5;b'';0.37723997
-38.5;-154.5;b'';0.37659
-38.5;-153.5;b'';0.37566417
-38.5;-152.5;b'';0.37450168
-38.5;-151.5;b'';0.37321463
-38.5;-150.5;b'';0.37222156
-38.5;-149.5;b'';0.37169704
-38.5;-148.5;b'';0.3710707
-38.5;-147.5;b'';0.36992067
-38.5;-146.5;b'';0.36902198
-38.5;-145.5;b'';0.3686345
-38.5;-144.5;b'';0.3684401
-38.5;-143.5;b'';0.36793965
-38.5;-142.5;b'';0.36712202
-38.5;-141.5;b'';0.3665418
-38.5;-140.5;b'';0.36601633
-38.5;-139.5;b'';0.3655599
-38.5;-138.5;b'';0.36504656
-38.5;-137.5;b'';0.36410347
-38.5;-136.5;b'';0.3636052
-38.5;-135.5;b'';0.36334276
-38.5;-134.5;b'';0.36284238
-38.5;-133.5;b'';0.36235395
-38.5;-132.5;b'';0.36166087
-38.5;-131.5;b'';0.36098033
-38.5;-130.5;b'';0.36054847
-38.5;-129.5;b'';0.3601605
-38.5;-128.5;b'';0.3594096
-38.5;-127.5;b'';0.35860366
-38.5;-126.5;b'';0.3583545
-38.5;-125.5;b'';0.35804847
-38.5;-124.5;b'';0.3575359
-38.5;-123.5;b'';0.35677212
-38.5;-122.5;b'';0.35615876
-38.5;-121.5;b'';0.35604626
-38.5;-120.5;b'';0.3561713
-38.5;-119.5;b'';0.35602087
-38.5;-118.5;b'';0.35556436
-38.5;-117.5;b'';0.35510874
-38.5;-116.5;b'';0.3547911
-38.5;-115.5;b'';0.354873
-38.5;-114.5;b'';0.3552609
-38.5;-113.5;b'';0.35545573
-38.5;-112.5;b'';0.35546818
-38.5;-111.5;b'';0.3558548
-38.5;-110.5;b'';0.355935
-38.5;-109.5;b'';0.3554595
-38.5;-108.5;b'';0.35494748
-38.5;-107.5;b'';0.35456008
-38.5;-106.5;b'';0.35412914
-38.5;-105.5;b'';0.35375455
-38.5;-104.5;b'';0.353492
-38.5;-103.5;b'';0.35328642
-38.5;-102.5;b'';0.35308027
-38.5;-101.5;b'';0.35249922
-38.5;-100.5;b'';0.35179323
-38.5;-99.5;b'';0.35141695
-38.5;-98.5;b'';0.35149837
-38.5;-97.5;b'';0.35126132
-38.5;-96.5;b'';0.35096645
-38.5;-95.5;b'';0.35092157
-38.5;-94.5;b'';0.35061517
-38.5;-93.5;b'';0.349935
-38.5;-92.5;b'';0.34944794
-38.5;-91.5;b'';0.34972292
-38.5;-90.5;b'';0.34986043
-38.5;-89.5;b'';0.34979144
-38.5;-88.5;b'';0.349485
-38.5;-87.5;b'';0.34887165
-38.5;-86.5;b'';0.3479272
-38.5;-85.5;b'';0.34684625
-38.5;-84.5;b'';0.34570923
-38.5;-83.5;b'';0.34402862
-38.5;-82.5;b'';0.34284624
-38.5;-81.5;b'';0.34259441
-38.5;-80.5;b'';0.3422444
-38.5;-79.5;b'';0.34065562
-38.5;-78.5;b'';0.33665475
-38.5;-77.5;b'';0.32970136
-38.5;-76.5;b'';0.31910008
-38.5;-75.5;b'';0.3047691
-38.5;-74.5;b'';0.2894804
-38.5;-73.5;b'';
-38.5;-72.5;b'';
-38.5;-71.5;b'';
-38.5;-70.5;b'';
-38.5;-69.5;b'';
-38.5;-68.5;b'';
-38.5;-67.5;b'';
-38.5;-66.5;b'';
-38.5;-65.5;b'';
-38.5;-64.5;b'';
-38.5;-63.5;b'';
-38.5;-62.5;b'';
-38.5;-61.5;b'';
-38.5;-60.5;b'';
-38.5;-59.5;b'';
-38.5;-58.5;b'';
-38.5;-57.5;b'';0.31621027
-38.5;-56.5;b'';0.31987488
-38.5;-55.5;b'';0.32839417
-38.5;-54.5;b'';0.34420398
-38.5;-53.5;b'';0.36537662
-38.5;-52.5;b'';0.38408512
-38.5;-51.5;b'';0.39707527
-38.5;-50.5;b'';0.40504637
-38.5;-49.5;b'';0.40445143
-38.5;-48.5;b'';0.4021751
-38.5;-47.5;b'';0.40437898
-38.5;-46.5;b'';0.40852395
-38.5;-45.5;b'';0.41001725
-38.5;-44.5;b'';0.40844798
-38.5;-43.5;b'';0.40685827
-38.5;-42.5;b'';0.4082935
-38.5;-41.5;b'';0.41189995
-38.5;-40.5;b'';0.41508144
-38.5;-39.5;b'';0.4161547
-38.5;-38.5;b'';0.41589046
-38.5;-37.5;b'';0.4166146
-38.5;-36.5;b'';0.4185702
-38.5;-35.5;b'';0.4203189
-38.5;-34.5;b'';0.42184895
-38.5;-33.5;b'';0.42408562
-38.5;-32.5;b'';0.4273714
-38.5;-31.5;b'';0.42926842
-38.5;-30.5;b'';0.42926103
-38.5;-29.5;b'';0.43027577
-38.5;-28.5;b'';0.43180212
-38.5;-27.5;b'';0.43303785
-38.5;-26.5;b'';0.43529588
-38.5;-25.5;b'';0.43872404
-38.5;-24.5;b'';0.4425713
-38.5;-23.5;b'';0.44569883
-38.5;-22.5;b'';0.44751573
-38.5;-21.5;b'';0.44945106
-38.5;-20.5;b'';0.45237035
-38.5;-19.5;b'';0.45452458
-38.5;-18.5;b'';0.45421728
-38.5;-17.5;b'';0.45098248
-38.5;-16.5;b'';0.4449727
-38.5;-15.5;b'';0.43711072
-38.5;-14.5;b'';0.4300507
-38.5;-13.5;b'';0.4257799
-38.5;-12.5;b'';0.42431378
-38.5;-11.5;b'';0.4252948
-38.5;-10.5;b'';0.4285285
-38.5;-9.5;b'';0.4303522
-38.5;-8.5;b'';0.42902476
-38.5;-7.5;b'';0.42844296
-38.5;-6.5;b'';0.430025
-38.5;-5.5;b'';0.43324965
-38.5;-4.5;b'';0.4370492
-38.5;-3.5;b'';0.43940383
-38.5;-2.5;b'';0.44057107
-38.5;-1.5;b'';0.44173917
-38.5;-0.5;b'';0.4437634
-38.5;0.5;b'';0.44556898
-38.5;1.5;b'';0.44706717
-38.5;2.5;b'';0.44922656
-38.5;3.5;b'';0.4508632
-38.5;4.5;b'';0.45236367
-38.5;5.5;b'';0.45437622
-38.5;6.5;b'';0.45673877
-38.5;7.5;b'';0.45955724
-38.5;8.5;b'';0.46213275
-38.5;9.5;b'';0.4642388
-38.5;10.5;b'';0.46679527
-38.5;11.5;b'';0.4693513
-38.5;12.5;b'';0.47147456
-38.5;13.5;b'';0.4735095
-38.5;14.5;b'';0.47521257
-38.5;15.5;b'';0.47572756
-38.5;16.5;b'';0.47671285
-38.5;17.5;b'';0.47766837
-38.5;18.5;b'';0.47690678
-38.5;19.5;b'';0.47465935
-38.5;20.5;b'';0.472231
-38.5;21.5;b'';0.47270733
-38.5;22.5;b'';0.4750186
-38.5;23.5;b'';0.4761156
-38.5;24.5;b'';0.4754613
-38.5;25.5;b'';0.47488174
-38.5;26.5;b'';0.47363234
-38.5;27.5;b'';0.46869954
-38.5;28.5;b'';0.46202508
-38.5;29.5;b'';0.45759615
-38.5;30.5;b'';0.4590633
-38.5;31.5;b'';0.46491328
-38.5;32.5;b'';0.4695732
-38.5;33.5;b'';0.47117463
-38.5;34.5;b'';0.46955004
-38.5;35.5;b'';0.46637154
-38.5;36.5;b'';0.4652821
-38.5;37.5;b'';0.46637264
-38.5;38.5;b'';0.4667375
-38.5;39.5;b'';0.46567217
-38.5;40.5;b'';0.46372047
-38.5;41.5;b'';0.458994
-38.5;42.5;b'';0.44940168
-38.5;43.5;b'';0.43543497
-38.5;44.5;b'';0.42059582
-38.5;45.5;b'';0.41029257
-38.5;46.5;b'';0.40609393
-38.5;47.5;b'';0.4056057
-38.5;48.5;b'';0.4054286
-38.5;49.5;b'';0.40396985
-38.5;50.5;b'';0.4021964
-38.5;51.5;b'';0.40227133
-38.5;52.5;b'';0.40414682
-38.5;53.5;b'';0.4062399
-38.5;54.5;b'';0.40753302
-38.5;55.5;b'';0.40865284
-38.5;56.5;b'';0.41111532
-38.5;57.5;b'';0.41378203
-38.5;58.5;b'';0.41423494
-38.5;59.5;b'';0.4132638
-38.5;60.5;b'';0.4129324
-38.5;61.5;b'';0.41290218
-38.5;62.5;b'';0.413066
-38.5;63.5;b'';0.41357952
-38.5;64.5;b'';0.413968
-38.5;65.5;b'';0.41349372
-38.5;66.5;b'';0.4127454
-38.5;67.5;b'';0.4124601
-38.5;68.5;b'';0.41293687
-38.5;69.5;b'';0.41382495
-38.5;70.5;b'';0.41332397
-38.5;71.5;b'';0.41210452
-38.5;72.5;b'';0.41230553
-38.5;73.5;b'';0.4132833
-38.5;74.5;b'';0.41293502
-38.5;75.5;b'';0.41276723
-38.5;76.5;b'';0.4143672
-38.5;77.5;b'';0.41631025
-38.5;78.5;b'';0.41773015
-38.5;79.5;b'';0.41776028
-38.5;80.5;b'';0.415902
-38.5;81.5;b'';0.41405162
-38.5;82.5;b'';0.413318
-38.5;83.5;b'';0.41242915
-38.5;84.5;b'';0.41071454
-38.5;85.5;b'';0.4096931
-38.5;86.5;b'';0.41059142
-38.5;87.5;b'';0.41216373
-38.5;88.5;b'';0.4124321
-38.5;89.5;b'';0.41100454
-38.5;90.5;b'';0.40977845
-38.5;91.5;b'';0.4099492
-38.5;92.5;b'';0.4102927
-38.5;93.5;b'';0.41006774
-38.5;94.5;b'';0.41019362
-38.5;95.5;b'';0.41065103
-38.5;96.5;b'';0.4111209
-38.5;97.5;b'';0.4113279
-38.5;98.5;b'';0.4113279
-38.5;99.5;b'';0.41128302
-38.5;100.5;b'';0.4107946
-38.5;101.5;b'';0.41016954
-38.5;102.5;b'';0.40928245
-38.5;103.5;b'';0.40839583
-38.5;104.5;b'';0.4078268
-38.5;105.5;b'';0.4074514
-38.5;106.5;b'';0.40740833
-38.5;107.5;b'';0.40722823
-38.5;108.5;b'';0.40672907
-38.5;109.5;b'';0.4058412
-38.5;110.5;b'';0.40488473
-38.5;111.5;b'';0.40438548
-38.5;112.5;b'';0.40389666
-38.5;113.5;b'';0.40308896
-38.5;114.5;b'';0.40260068
-38.5;115.5;b'';0.40286225
-38.5;116.5;b'';0.4034191
-38.5;117.5;b'';0.40460142
-38.5;118.5;b'';0.4060472
-38.5;119.5;b'';0.40729982
-38.5;120.5;b'';0.40855065
-38.5;121.5;b'';0.40906358
-38.5;122.5;b'';0.4088131
-38.5;123.5;b'';0.40824413
-38.5;124.5;b'';0.40737
-38.5;125.5;b'';0.4066195
-38.5;126.5;b'';0.40656304
-38.5;127.5;b'';0.4066885
-38.5;128.5;b'';0.40692678
-38.5;129.5;b'';0.4074018
-38.5;130.5;b'';0.4088208
-38.5;131.5;b'';0.41190323
-38.5;132.5;b'';0.4164532
-38.5;133.5;b'';0.42201656
-38.5;134.5;b'';0.42770624
-38.5;135.5;b'';0.43312103
-38.5;136.5;b'';0.43758002
-38.5;137.5;b'';0.43933257
-38.5;138.5;b'';0.43637523
-38.5;139.5;b'';0.42739028
-38.5;140.5;b'';0.4124217
-38.5;141.5;b'';0.3938828
-38.5;142.5;b'';
-38.5;143.5;b'';
-38.5;144.5;b'';0.3476908
-38.5;145.5;b'';
-38.5;146.5;b'';
-38.5;147.5;b'';
-38.5;148.5;b'';0.33956924
-38.5;149.5;b'';0.3507318
-38.5;150.5;b'';0.3672947
-38.5;151.5;b'';0.3826809
-38.5;152.5;b'';0.39322358
-38.5;153.5;b'';0.4006111
-38.5;154.5;b'';0.4036797
-38.5;155.5;b'';0.40320954
-38.5;156.5;b'';0.4010311
-38.5;157.5;b'';0.3986372
-38.5;158.5;b'';0.39699274
-38.5;159.5;b'';0.39580995
-38.5;160.5;b'';0.39563963
-38.5;161.5;b'';0.3961896
-38.5;162.5;b'';0.39660162
-38.5;163.5;b'';0.39744344
-38.5;164.5;b'';0.39924133
-38.5;165.5;b'';0.4015525
-38.5;166.5;b'';0.40385073
-38.5;167.5;b'';0.40612403
-38.5;168.5;b'';0.4071352
-38.5;169.5;b'';0.40653476
-38.5;170.5;b'';0.40448993
-38.5;171.5;b'';0.4007249
-38.5;172.5;b'';0.3963917
-38.5;173.5;b'';0.39400285
-38.5;174.5;b'';
-38.5;175.5;b'';
-38.5;176.5;b'';
-38.5;177.5;b'';
-38.5;178.5;b'';0.42848778
-38.5;179.5;b'';0.43266883
-37.5;-179.5;b'';0.42757708
-37.5;-178.5;b'';0.41980943
-37.5;-177.5;b'';0.41234165
-37.5;-176.5;b'';0.40600586
-37.5;-175.5;b'';0.4014439
-37.5;-174.5;b'';0.39747587
-37.5;-173.5;b'';0.39389488
-37.5;-172.5;b'';0.39121425
-37.5;-171.5;b'';0.3897013
-37.5;-170.5;b'';0.38828716
-37.5;-169.5;b'';0.38680488
-37.5;-168.5;b'';0.38537857
-37.5;-167.5;b'';0.3841471
-37.5;-166.5;b'';0.3835535
-37.5;-165.5;b'';0.38320953
-37.5;-164.5;b'';0.38249224
-37.5;-163.5;b'';0.38205
-37.5;-162.5;b'';0.3818685
-37.5;-161.5;b'';0.38104993
-37.5;-160.5;b'';0.38021886
-37.5;-159.5;b'';0.38002494
-37.5;-158.5;b'';0.37994385
-37.5;-157.5;b'';0.37904343
-37.5;-156.5;b'';0.37808707
